id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
37246028,Wonderful Apartment Next To Dancing House!,278960140,Radek,,Praha 2,50.0741,14.41576,Entire home/apt,1790,1,15,31/10/2019,1.04,1,71
37246788,Charles square Spacious flat in the very centre,94596502,Petr,,Praha 2,50.07607,14.42207,Entire home/apt,800,2,42,06/09/2020,2.9,1,148
37246879,Rezidence Palata,280413444,Michal,,Praha 5,50.07209,14.38826,Entire home/apt,1400,1,4,02/01/2020,0.27,1,210
37264041,Private En-suite Bedroom & Lounge with Balcony,2701246,Michal,,Praha 3,50.08775,14.47087,Private room,1351,1,0,,,5,0
37267791,Beatiful Flat with Park View & Garage,47537883,Mika,,Praha 10,50.06711,14.44424,Entire home/apt,1900,3,17,05/02/2020,1.19,1,1
37270126,"Freshly new apt with garden, parking and terrace!!",280578144,Tereza,,Praha 8,50.097,14.45152,Entire home/apt,1648,2,18,11/09/2020,1.28,2,318
37270152,"New apt with parking, garden and rooftop terrace!",280578144,Tereza,,Praha 8,50.09696,14.45129,Entire home/apt,1429,2,34,25/09/2020,2.43,2,322
37282323,Authentic  attic appartmant with balcony,248493658,Zuzana,,Praha 3,50.08649,14.45205,Entire home/apt,2000,1,1,13/08/2019,0.07,1,90
37318800,Praha4,280932472,Сергiй,,Praha 4,50.05728,14.45422,Entire home/apt,8106,14,0,,,1,1
37339081,Little student room,39323250,Lucie,,Praha 1,50.08659,14.43663,Private room,550,1,0,,,3,0
37339811,CITY CENTER - Bright room for two,39323250,Lucie,,Praha 1,50.08583,14.43598,Private room,750,1,8,29/08/2020,0.74,3,308
37348373,Feel the spirit of Prague underground,6602390,Katariina,,Praha 1,50.08154,14.41832,Private room,1600,2,1,30/09/2019,0.08,4,358
37350317,Sunlit Central Apt - Parking available,123711443,Alexandra,,Praha 1,50.07807,14.42489,Entire home/apt,927,1,58,23/09/2020,4.05,16,291
37352060,"3 rooms,101m2,center. Breakfast,fireplace",33337313,Anastasie,,Praha 2,50.07617,14.43053,Entire home/apt,2202,3,19,15/03/2020,1.33,7,191
37353876,"METRO 5min, COMFORTABLE, NEWLY RENOVATED&BEAUTIFUL",153530512,Aram,,Praha 4,50.06015,14.43102,Entire home/apt,11000,2,15,05/03/2020,1.06,1,269
37360258,OLD TOWN Cozy Apt. next to National Theatre,281496132,David,,Praha 1,50.08307,14.41699,Entire home/apt,1700,2,43,09/08/2020,3.36,1,365
37363037,*SUNNY & STYLISH* Apt with BALCONY near TV Tower,281531838,Kateřina,,Praha 3,50.07988,14.45036,Entire home/apt,2471,1,47,13/09/2020,3.72,1,41
37363761,"Deluxe, relaxing apartment nearby Vltava river",281544703,Martina,,Praha 5,50.07924,14.40569,Entire home/apt,1047,2,38,21/08/2020,2.72,1,0
37377097,Amazing new 2 bedrooms apr. In Prague centre,90401972,Klara,,Praha 2,50.07058,14.4324,Entire home/apt,1866,2,53,25/08/2020,3.88,13,94
37377944,1A aprtment with extending sofa for 2+2,9805316,Filip,,Praha 2,50.07698,14.41691,Entire home/apt,3020,1,0,,,8,0
37380854,New Luxury Flat with cool view from Balcony AIRCON,223458022,Anzhela,,Praha 7,50.10136,14.45464,Entire home/apt,1199,1,70,08/09/2020,4.95,4,338
37382091,Attic flat close to city center,145390933,Jan,,Praha 2,50.06771,14.43592,Entire home/apt,1000,2,5,02/01/2020,0.34,1,10
37389254,Spacious and central flat with four bedrooms,34315299,Bernhard,,Praha 5,50.0735,14.39663,Entire home/apt,3215,2,0,,,9,171
37403950,Spacious and quiet 3BD home by National Museum,281969987,Mira,,Praha 2,50.07755,14.43074,Entire home/apt,868,2,53,24/08/2020,3.73,2,360
37415618,National Theatre ♦ Prague City Center Apartment,282082127,Petr,,Praha 1,50.08332,14.41449,Entire home/apt,720,1,16,16/09/2020,1.25,1,37
37420125,Feel the Prague flow  in the historical centrum,282127769,Dora,,Praha 1,50.08173,14.41791,Private room,32651,2,0,,,1,365
37440298,Modern apartment with view to the garden fountain,108952663,Vaclav,,Praha 5,50.05888,14.37574,Entire home/apt,678,2,13,22/09/2020,1.76,1,23
37454424,New Cozy&Quiet Modern Stylish Flat in Center - A6,282478227,Igor,,Praha 2,50.06981,14.43003,Entire home/apt,1228,1,4,01/02/2020,0.27,1,146
37458146,Amazing Apt in the center  + Garage Parking,123711443,Alexandra,,Praha 1,50.07837,14.42693,Entire home/apt,1221,1,37,28/09/2020,2.6,16,323
37478096,Moderní 1-ložnicový apartmán v centru,3288316,Ondrej,,Praha 1,50.08067,14.42242,Entire home/apt,3501,1,0,,,11,362
37482384,Günstiges and gemütliches Zimmer -10 Minuten Metro,26242332,Michal,,Praha 8,50.10901,14.47221,Private room,354,4,2,11/10/2019,0.14,1,266
37490905,"Room for Female Only, near City Center",282874867,Mouna,,Praha 3,50.08597,14.447,Private room,542,1,5,28/12/2019,0.35,1,0
37495301,New apartment in a historical building,282950443,Luděk,,Praha 7,50.10479,14.45054,Entire home/apt,1200,2,10,06/10/2020,0.7,1,65
37512313,Green  apartment close to the city center,153288207,Anastasiya,,Praha 8,50.08994,14.44663,Entire home/apt,459,2,31,25/09/2020,2.17,27,29
37513514,Green Tea Home at the very centre of Prague,136482953,Filip,,Praha 1,50.0788,14.41781,Entire home/apt,984,2,42,11/09/2020,2.85,2,90
37515833,"CHIC Apt. - A/C, TERRACE & Prague Castle View",5463516,Zuzana & Seven Keys Team,,Praha 1,50.08011,14.42582,Entire home/apt,821,2,58,09/09/2020,4.09,32,148
37525090,Quaint Colourful Apartment in City Center,48253119,Daniel,,Praha 1,50.09227,14.42012,Entire home/apt,685,2,49,29/09/2020,3.45,27,99
37549489,kik),283596668,Mariya,,Praha 8,50.11287,14.47848,Entire home/apt,2711,15,0,,,1,90
37551071,Pop Up Prague - Top located room - (4 bed),283612505,Pop Up,,Praha 2,50.07472,14.4404,Private room,2720,2,7,04/01/2020,0.48,9,274
37559342,"Apartments 2 in a historic villa. M/tr, 10m/center",232318816,Marina,,Praha 5,50.06131,14.39805,Entire home/apt,616,1,91,04/10/2020,6.58,8,90
37563951,Apartment Prague Green Motol,283765403,Marina,,Praha 5,50.0664,14.34243,Entire home/apt,1200,2,3,03/01/2020,0.21,1,89
37564144,VAN find your new home,283767265,Jitka,,Praha 2,50.06376,14.42029,Entire home/apt,1290,1,0,,,1,89
37577882,LUXURY apartment with balcony at CHARLES SQUARE,180945123,Eva,,Praha 2,50.07677,14.42149,Entire home/apt,748,1,14,15/09/2020,1.13,5,149
37580294,Two-bedded studio close to downtown,109089184,Michal,,Praha 3,50.09123,14.48412,Entire home/apt,915,1,2,05/01/2020,0.15,47,252
37585719,Buttercup Apartment,261713205,Holiday Estates,,Praha 8,50.092,14.43684,Entire home/apt,876,1,19,07/08/2020,1.38,22,51
37586736,Magnolia Apartment,261713205,Holiday Estates,,Praha 8,50.09248,14.43693,Entire home/apt,1015,1,12,08/03/2020,0.86,22,0
37586771,Arnica Apartment,261713205,Holiday Estates,,Praha 1,50.09326,14.43608,Entire home/apt,1015,1,13,20/02/2020,0.93,22,59
37616463,Truly Large Apartment,263463489,Nikoloz,,Praha 2,50.06445,14.42446,Entire home/apt,9430,2,0,,,1,135
37619183,Folimanka 5,57112103,PragueStars,,Praha 2,50.06615,14.43108,Entire home/apt,1084,1,0,,,24,52
37619422,Cute studio apartment in center of Prague. Metro A,147179158,Andrea,,Praha 3,50.08085,14.4516,Entire home/apt,1351,2,1,09/10/2019,0.08,1,6
37619521,Folimanka 4,57112103,PragueStars,,Praha 2,50.0653,14.43211,Entire home/apt,1247,1,0,,,24,0
37619573,Folimanka F1 | PragueStars,57112103,PragueStars,,Praha 2,50.0648,14.43067,Entire home/apt,1220,1,0,,,24,4
37619579,Folimanka 9,57112103,PragueStars,,Praha 2,50.06606,14.43099,Entire home/apt,1084,1,0,,,24,307
37619583,Folimanka 6,57112103,PragueStars,,Praha 2,50.0648,14.43269,Entire home/apt,1081,1,0,,,24,0
37619593,Folimanka 3,57112103,PragueStars,,Praha 2,50.06513,14.43283,Entire home/apt,1030,1,2,30/12/2019,0.15,24,292
37619601,Folimanka 7,57112103,PragueStars,,Praha 4,50.06472,14.43289,Entire home/apt,1138,1,1,28/11/2019,0.09,24,0
37619613,Folimanka 8,57112103,PragueStars,,Praha 2,50.06655,14.43082,Entire home/apt,1084,1,0,,,24,11
37619625,Folimanka F2,57112103,PragueStars,,Praha 2,50.06547,14.43278,Entire home/apt,1030,1,1,01/11/2019,0.09,24,307
37619630,Folimanka 13,57112103,PragueStars,,Praha 2,50.06563,14.4308,Entire home/apt,976,1,1,14/01/2020,0.11,24,307
37619632,Folimanka F11,57112103,PragueStars,,Praha 2,50.06649,14.43143,Entire home/apt,1301,1,1,26/09/2019,0.08,24,307
37619634,Folimanka F10,57112103,PragueStars,,Praha 2,50.06634,14.43143,Entire home/apt,1274,1,1,27/10/2019,0.09,24,12
37624254,Pop Up Hostel Prague - Triple room,283612505,Pop Up,,Praha 2,50.07546,14.43823,Shared room,2710,1,2,02/01/2020,0.16,9,0
37624413,BLUE apartment close to the city center,153288207,Anastasiya,,Praha 8,50.0901,14.44699,Entire home/apt,459,2,30,23/08/2020,2.15,27,29
37624794,Pop Up Hostel Prague - Double room,283612505,Pop Up,,Praha 2,50.07421,14.43852,Private room,2710,1,3,06/10/2019,0.21,9,258
37639409,Apartment with amazing location for 10 people),283612505,Pop Up,,Praha 2,50.07489,14.43858,Entire home/apt,2710,1,10,02/03/2020,0.71,9,258
37653049,Cozy Studio in the Heart of Prague,242434554,Biagio,,Praha 2,50.07468,14.42764,Entire home/apt,3253,2,2,28/09/2019,0.14,5,251
37677560,"The ICON Hotel & Lounge, Deluxe Double Room",270258279,Ioannis,,Praha 1,50.08009,14.42465,Hotel room,2343,1,0,,,3,291
37677633,"The ICON Hotel & Lounge, Junior Suite",270258279,Ioannis,,Praha 1,50.08009,14.42465,Hotel room,3427,1,0,,,3,289
37703085,Apartment with a balcony in the real centre,144131668,Elena,,Praha 1,50.07989,14.42766,Entire home/apt,839,1,32,26/09/2020,2.33,6,349
37708678,4 Pleasure Apartment with terrace of Prague,278616676,Kateřina,,Praha 2,50.07859,14.43345,Entire home/apt,830,3,43,24/09/2020,3.09,3,107
37710742,MaMut privat garden house,285051204,Martin,,Praha 21,50.07701,14.65128,Entire home/apt,2539,1,6,30/08/2020,0.43,2,39
