id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
54334,Beau logement avec vue magnifique sur les montagne,254811,Charlotte,,Quartier 5-1,46.914,-71.19565,Entire home/apt,100,2,93,2020-08-28,0.83,1,0
138381,Bed & Breakfast La California,675584,Mary,,Sillery,46.76843,-71.26636,Private room,145,1,150,2019-12-15,1.33,3,0
198548,Fabulous view in heart of Québec,960772,Marianne,,Saint-Roch,46.81233,-71.22545,Entire home/apt,150,30,47,2020-04-18,0.43,1,295
214967,Au bord du fleuve,1110010,Julie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80286,-71.21271,Private room,88,2,162,2020-09-08,1.63,1,364
268812,Apartment Old city Quebec condo,1408583,Émilie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81023,-71.21082,Entire home/apt,40,30,77,2019-02-07,0.71,1,184
330502,Home sweet home!,1686119,Claire,,Vieux-Moulin,46.85134,-71.21403,Entire home/apt,89,3,33,2016-09-18,0.31,1,0
502417,Super location in House 1915  Walkable Old Québec,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Entire home/apt,98,2,178,2020-02-18,1.78,6,190
517628,Entire Townhouse on Historic rue Champlain,2216595,Jennifer,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80552,-71.20696,Entire home/apt,318,2,15,2020-01-01,1.03,1,199
562682,New-York experience in typical apartment P.Q,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Entire home/apt,79,2,103,2020-02-16,1.19,6,189
588889,Waterfront in Quebec City,2904660,Mariane,,Lac-Saint-Charles,46.93219,-71.38034,Entire home/apt,225,7,4,2020-08-01,0.09,2,57
652744,Vintage Artistic entire 2.5 apt  Walkable to Old Q,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Entire home/apt,65,2,121,2020-02-29,1.23,6,0
652815,Québécoise  my roomy - Québécoise la plus large,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Private room,60,2,104,2019-12-30,1.06,6,0
652950,SUPER VIEW  on the city,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Private room,68,2,86,2020-02-17,0.87,6,0
659635,Confortable TWIN BEDS with artistic walls,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Private room,75,2,90,2020-02-19,0.92,6,190
661569,Large Charming Room w/ View,675584,Mary,,Sillery,46.76978,-71.26591,Hotel room,145,1,64,2019-09-01,0.72,3,0
760018,Oasis au coeur de Québec+Parking citq#301838,4005779,Marie-Christine,,Vieux-Limoilou,46.82868,-71.22634,Entire home/apt,130,31,66,2020-07-05,0.69,1,0
804419,A room downtown quebec city!,2335344,Clo,,Saint-Jean-Baptiste,46.80977,-71.22364,Private room,32,3,176,2019-12-29,1.85,2,179
878309,Large and sunny apartment,4598359,Agnes,,Sillery,46.78341,-71.25123,Entire home/apt,75,30,25,2020-08-31,0.28,2,316
878904,Charming studio,4598359,Agnes,,Sillery,46.7817,-71.25042,Entire home/apt,41,30,16,2020-07-10,0.18,2,0
885430,Private Guest Room in Quebec City,4692704,Gerard,,Vieux-Limoilou,46.82372,-71.23348,Private room,60,2,33,2016-02-14,0.35,1,0
896581,"Québec, maison vue sur le Fleuve",4646399,Mélody,,Cap-Rouge,46.74721,-71.35105,Private room,80,2,6,2019-07-15,0.07,2,363
975749,appart central avec parking 6 pers.,3704617,Atnae Et Pascal,,Saint-Sacrement,46.79359,-71.25751,Entire home/apt,75,29,49,2018-08-09,0.54,1,365
996503,Un petit nid douillet pour vous!!,1544262,Caroline,,Notre-Dame-des-Laurentides,46.90382,-71.30191,Entire home/apt,45,2,78,2020-03-17,0.89,1,283
997400,lovely appartement,5480680,Adriana,,Chutes-Montmorency,46.88356,-71.17293,Entire home/apt,47,1,425,2020-09-26,4.69,1,356
1001559,Modern Montcalm condo (private parking),5508181,Simon,,Saint-Jean-Baptiste,46.80631,-71.22715,Entire home/apt,192,30,5,2020-01-01,0.18,1,0
1014369,Pretty 4 fully furnished rooms,5580354,Jennifer,,Saint-Sauveur,46.81208,-71.23457,Entire home/apt,75,30,251,2020-03-31,2.73,1,346
1094871,"Perfect location, heart of Qc City!",6015223,Guillaume,,Saint-Jean-Baptiste,46.80669,-71.22328,Entire home/apt,95,3,140,2019-09-02,1.62,1,0
1103650,"3 bdr Home Old Quebec, Vieux-Quebec, 2 parkings",6060744,Sophie,,Saint-Jean-Baptiste,46.80844,-71.22057,Entire home/apt,350,6,22,2020-09-07,0.25,1,271
1240632,Sunny and quietRoom to rent monthly,6212858,Katia,,Duberger-Les Saules,46.80802,-71.33486,Private room,15,31,7,2019-10-26,0.11,4,0
1319549,Cosy private room downtown Quebec,4230524,Dominique,,Lairet,46.83278,-71.23484,Private room,75,2,11,2017-10-09,0.17,2,285
1406193,"Québec, qc Parc Victoria 4 1/2 c.e. meublé tv wifi",7586751,Mylène,,Saint-Sauveur,46.81401,-71.23619,Entire home/apt,200,240,77,2017-08-05,0.88,2,261
1486117,Magnifique chambre Petit-Champlain,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81528,-71.20141,Private room,69,1,129,2020-09-11,1.48,8,364
1486498,Magnificient room in historic Building Old Quebec,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81271,-71.20454,Private room,69,1,174,2020-09-20,2.11,8,365
1486966,Cozy Room Petit-Champlain,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81294,-71.20367,Private room,99,1,164,2020-02-22,1.89,8,263
1487080,Magnificient room Petit Champlain,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81398,-71.203,Private room,79,1,129,2020-09-28,1.49,8,363
