id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6499,Belém 1 Bedroom Historical Apartment,14455,Bruno,Lisboa,Belm,38.6975,-9.19768,Entire home/apt,79,3,26,2020-01-03,0.35,1,297
25659,Heart of Alfama  - Coeur d'Alfama - Lisbon Center,107347,Ellie,Lisboa,Santa Maria Maior,38.71167,-9.12696,Entire home/apt,50,3,113,2019-12-08,1.43,1,363
29248,Apartamento Alfama com vista para o rio!,125768,Bárbara,Lisboa,Santa Maria Maior,38.71272,-9.12628,Entire home/apt,35,1,323,2020-09-25,2.70,1,330
29396,Alfama Hill - Boutique apartment,126415,Mónica,Lisboa,Santa Maria Maior,38.71239,-9.12887,Entire home/apt,36,2,256,2020-10-14,2.50,2,357
29915,Modern and Cool Apartment in Lisboa,128890,Sara,Lisboa,Avenidas Novas,38.74712,-9.15286,Entire home/apt,48,5,38,2020-09-29,0.30,1,272
33348,Happy Season,144484,Bruno,Lisboa,Lumiar,38.76381,-9.15256,Private room,40,1,2,2011-07-22,0.02,2,0
40817,"Chiado, Alecrim walk to Riverfront",176410,S.,Lisboa,Misericrdia,38.70903,-9.14313,Entire home/apt,38,1,361,2020-09-25,3.03,10,358
42519,Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º,136230,David,Lisboa,Misericrdia,38.70896,-9.14938,Entire home/apt,59,1,114,2020-03-08,1.04,10,145
48025,Apartment for renting  in Lisbon,218778,José,Lisboa,Misericrdia,38.71309,-9.14392,Entire home/apt,65,5,18,2020-09-10,0.16,5,365
48058,Small House Downtown Cascais,218990,Pim,Cascais,Cascais e Estoril,38.6965,-9.42571,Entire home/apt,70,5,33,2020-07-23,0.49,1,151
48854,"Comfortable 4BR in historical villa, near market",222551,Dagmar,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8038,-9.3797,Entire home/apt,180,5,44,2020-08-29,0.70,1,89
49673,Cottage Countryside / Beaches Golf,225364,Mercês,Alenquer,Alenquer (Santo Estvo e Triana),39.05965,-9.04733,Entire home/apt,200,7,6,2020-08-22,0.12,1,358
50108,Duplex do Pipas,229376,Pipas,Lisboa,Estrela,38.70388,-9.1652,Entire home/apt,60,2,37,2019-11-05,0.34,2,292
52298,rooms free in lisbon,241711,Paulo,Lisboa,Misericrdia,38.71046,-9.15115,Entire home/apt,310,1,0,,,1,364
55116,Sonho Lisboa,259744,Miguel,Lisboa,Avenidas Novas,38.726,-9.15545,Private room,85,2,4,2019-12-13,0.08,2,365
56906,Lisbon Balcony Penthouse 15th Floor,270457,Antonio,Lisboa,So Vicente,38.71851,-9.12439,Entire home/apt,81,2,143,2020-06-26,1.20,7,205
65878,Caetanos Loft,322145,João,Lisboa,Misericrdia,38.71191,-9.14632,Entire home/apt,110,2,53,2018-09-13,0.46,1,198
75171,Long Stays - river a step away. Sunlight everyday,184400,Justostay,Lisboa,Estrela,38.70501,-9.16348,Entire home/apt,80,2,25,2019-08-21,0.22,10,364
76132,A Romantic Renewed Apartment T1,405842,Augusto,Lisboa,Campolide,38.72807,-9.16311,Entire home/apt,59,1,10,2019-09-12,0.37,8,328
